,silhouette,davies_bouldin,calinski_harabasz,ARI,NMI,homogeneity,completeness,n_compared
latent_clustering,0.901454746723175,0.3157831592875075,5498.934104453993,0.015197088143841376,0.05881699266548746,0.030587119808882957,0.7631964057556831,4210.0
